"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://staging.jakevibes.dev/videos/how-we-keep-remote-devs-connected-and-engaged","text/html; charset=utf-8","200","OK","Indexable","","How We Keep Remote Devs Connected and Engaged | Cloud Employee","62","628","Discover how Cloud Employee keeps remote developers engaged with events, peer support, and community systems that build lasting team connections.","145","940","","0","How We Keep Remote Devs Connected and Engaged","45","About this video","16","Speakers in this video","22","index, follow","","","","","","","","","209767","28634","28634","10.969","","446","75","5.947","52.654","Fairly Hard","2.337","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","f7a2dfd2970b26028a45c37fcbd8b216","0.440","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/how-we-keep-remote-devs-connected-and-engaged","2026-07-28 14:17:04"
"https://staging.jakevibes.dev/videos/how-we-find-the-right-developer-faster","text/html; charset=utf-8","200","OK","Indexable","","How We Find the Right Developer Faster | Cloud Employee","55","517","Learn how Cloud Employee’s 9-stage hiring engine finds and validates top remote developers faster - from headhunting to culture-first matching.","143","890","","0","How We Find the Right Developer Faster","38","About this video","16","Links mentioned in this video","29","index, follow","","","https://staging.jakevibes.dev/videos/how-we-find-the-right-developer-faster","","","","","","210787","28901","28901","11.071","","505","81","6.235","61.294","Normal","2.473","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","d531d6b3e4a9781bb2596a3115d317e8","0.576","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/how-we-find-the-right-developer-faster","2026-07-28 14:17:06"
"https://staging.jakevibes.dev/videos/how-to-build-a-remote-team-that-lasts","text/html; charset=utf-8","200","OK","Indexable","","How to Build a Remote Team That Lasts | Cloud Employee","54","518","See why CTOs choose Cloud Employee over freelancers - with full-time, supported developers in the Philippines for retention, structure, and long-term impact.","157","963","","0","How to Build a Remote Team That Lasts","37","About this video","16","Speakers in this video","22","index, follow","","","https://staging.jakevibes.dev/videos/how-to-build-a-remote-team-that-lasts","","","","","","209724","28298","28298","10.840","","465","74","6.284","52.725","Fairly Hard","2.391","2","1","","3","3","0","0.920","114","51","0","2","2","0","","","","","4c47ba12b0032d9e7e3104988b9b7272","0.350","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/how-to-build-a-remote-team-that-lasts","2026-07-28 14:17:07"
"https://staging.jakevibes.dev/videos/how-the-cloud-employee-hiring-engine-works","text/html; charset=utf-8","200","OK","Indexable","","How the Cloud Employee Hiring Engine Works | Cloud Employee","59","564","Learn how Cloud Employee’s hiring engine delivers top offshore developers - with bespoke blueprints, coding tests, and cultural fit for a 95% success rate.","155","941","","0","How the Cloud Employee Hiring Engine Works","42","About this video","16","Speakers in this video","22","index, follow","","","https://staging.jakevibes.dev/videos/how-the-cloud-employee-hiring-engine-works","","","","","","210685","28414","28414","10.885","","539","88","6.125","60.455","Normal","2.574","2","1","","3","3","0","0.920","114","51","0","2","2","0","","","","","53ef73f50fec37d757742768d5992a30","0.461","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/how-the-cloud-employee-hiring-engine-works","2026-07-28 14:17:06"
"https://staging.jakevibes.dev/videos/how-stability-attracts-top-dev-talent-in-the-philippines","text/html; charset=utf-8","200","OK","Indexable","","How Stability Attracts Top Dev Talent in the Philippines | Cloud Employee","73","650","Cloud Employee attracts top Philippine developers by offering full employment, benefits, and long-term stability - helping teams grow and stay strong.","150","919","","0","How Stability Attracts Top Dev Talent in the Philippines","56","About this video","16","Speakers in this video","22","index, follow","","","https://staging.jakevibes.dev/videos/how-stability-attracts-top-dev-talent-in-the-philippines","","","","","","209523","29034","29034","11.122","","468","77","6.078","52.977","Fairly Hard","2.405","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","20ef2c6364f81c18f5e1661680403736","0.379","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/how-stability-attracts-top-dev-talent-in-the-philippines","2026-07-28 14:17:03"
"https://staging.jakevibes.dev/videos/how-our-clients-retain-devs-long-term","text/html; charset=utf-8","200","OK","Indexable","","How Our Clients Retain Devs Long-Term | Cloud Employee","54","516","Cloud Employee Senior Front-End Engineer Kenneth, our 2024 Developer of the Year, shows how we build reliable offshore teams that scale, stay, and deliver long-term success.","173","1080","","0","How Our Clients Retain Devs Long-Term","37","About this video","16","Ready to hire your next engineer?","33","index, follow","","","https://staging.jakevibes.dev/videos/how-our-clients-retain-devs-long-term","","","","","","204504","27144","27144","10.398","","400","68","5.882","55.352","Fairly Hard","2.243","2","1","","3","3","0","0.920","114","51","0","1","1","0","","","","","390fbafdde0ecb726296f662e830e972","0.374","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/how-our-clients-retain-devs-long-term","2026-07-28 14:17:07"
"https://staging.jakevibes.dev/videos/how-cloud-employee-keeps-remote-developers-motivated","text/html; charset=utf-8","200","OK","Indexable","","How Cloud Employee Keeps Remote Developers Motivated | Cloud Employee","69","682","Cloud Employee keeps offshore developers engaged and connected. Hear Trish’s story on how we build remote teams that stay productive, motivated, and built to last.","163","1027","","0","How Cloud Employee Keeps Remote Developers Motivated","52","About this video","16","Speakers in this video","22","index, follow","","","","","","","","","208426","28260","28260","10.826","","435","75","5.800","54.114","Fairly Hard","2.302","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","a68f84df5a846b08f0538d1e8b961380","0.374","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/how-cloud-employee-keeps-remote-developers-motivated","2026-07-28 14:17:08"
"https://staging.jakevibes.dev/videos/hiring-one-dev-backed-by-200","text/html; charset=utf-8","200","OK","Indexable","","Hiring One Developer, Backed by 200+ | Cloud Employee","53","495","Most offshore developers lack support and collaboration, but Cloud Employee is different. Hear Senior Developer Lance share how our 200+ developer network builds accountability, culture, and faster delivery.","207","1280","","0","Hiring One Developer, Backed by 200+","36","About this video","16","Speakers in this video","22","index, follow","","","","","","","","","209196","28716","28716","11.001","","469","83","5.651","50.660","Fairly Hard","2.433","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","501d67a23895a50acfc3a0fadbf026ba","0.488","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/hiring-one-dev-backed-by-200","2026-07-28 14:17:04"
"https://staging.jakevibes.dev/videos/employee-experience-that-keeps-offshore-devs-engaged","text/html; charset=utf-8","200","OK","Indexable","","Employee Experience That Keeps Offshore Devs Engaged | Cloud Employee","69","669","Cloud Employee CEO Seb Hall shows how UK & US teams engage offshore developers with local support, in-person events & a 200+ engineer community.","144","939","","0","Employee Experience That Keeps Offshore Devs Engaged","52","About this video","16","Speakers in this video","22","index, follow","","","https://staging.jakevibes.dev/videos/employee-experience-that-keeps-offshore-devs-engaged","","","","","","209295","28276","28276","10.832","","452","82","5.512","52.816","Fairly Hard","2.382","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","397dfa1472bcc3e53d0030de65f7997f","0.392","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/employee-experience-that-keeps-offshore-devs-engaged","2026-07-28 14:17:05"
"https://staging.jakevibes.dev/videos/employee-experience","text/html; charset=utf-8","200","OK","Indexable","","Inside Cloud Employee’s Developer Experience - Culture, Support & Retention | Cloud Employee","92","839","At Cloud Employee, employee experience is a top priority - driving wellbeing, growth, and retention through wellness benefits, learning programs, mentoring, and inclusive culture.","179","1086","","0","Inside Cloud Employee’s Developer Experience - Culture, Support & Retention","75","About this video","16","Speakers in this video","22","index, follow","","","https://staging.jakevibes.dev/videos/employee-experience","","","","","","207101","28119","28119","10.772","","408","73","5.589","46.269","Hard","2.287","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","de6e18a5f88d6047034e3900a5eba9fd","0.443","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/employee-experience","2026-07-28 14:17:03"
"https://staging.jakevibes.dev/videos/de-risked-dev-hiring-for-changing-markets","text/html; charset=utf-8","200","OK","Indexable","","De-risked Dev Hiring for Changing Markets | Cloud Employee","58","536","Cloud Employee CEO Seb Hall explains how fast-moving teams de-risk hiring by scaling with full-time augmented engineers on flexible monthly contracts.","150","939","","0","De-risked Dev Hiring for Changing Markets","41","About this video","16","Speakers in this video","22","index, follow","","","https://staging.jakevibes.dev/videos/de-risked-dev-hiring-for-changing-markets","","","","","","208132","28097","28097","10.763","","421","77","5.468","52.582","Fairly Hard","2.297","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","856256054cccea2b483a8d1953baee46","0.387","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/de-risked-dev-hiring-for-changing-markets","2026-07-28 14:17:03"
"https://staging.jakevibes.dev/videos/danis-journey-as-a-front-end-engineer-at-cloud-employee","text/html; charset=utf-8","200","OK","Indexable","","Dani’s Journey as a Front-End Engineer at Cloud Employee | Cloud Employee","73","675","Cloud Employee connects CTOs and tech leads with supported offshore developers. Unlike freelancing, our engineers thrive with structure, community, and long-term commitment - so your global team scales without churn or disengagement.","233","1480","","0","Dani’s Journey as a Front-End Engineer at Cloud Employee","56","About this video","16","Ready to hire your next engineer?","33","index, follow","","","https://staging.jakevibes.dev/videos/danis-journey-as-a-front-end-engineer-at-cloud-employee","","","","","","206415","27499","27499","10.534","","426","73","5.836","51.372","Fairly Hard","2.336","2","1","","2","2","0","0.610","114","51","0","1","1","0","","","","","44ae5d9564c8d00921e7ce6b33ce2648","0.444","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/danis-journey-as-a-front-end-engineer-at-cloud-employee","2026-07-28 14:17:05"
"https://staging.jakevibes.dev/videos/boost-remote-dev-productivity-with-a-how-to-work-with-me-guide","text/html; charset=utf-8","200","OK","Indexable","","Boost Remote Dev Productivity with a “How to Work With Me” Guide | Cloud Employee","81","762","Cloud Employee CEO Seb Hall reveals how a simple ‘How to Work With Me’ guide helps UK & US tech leaders set clear expectations for offshore teams.","146","920","","0","Boost Remote Dev Productivity with a “How to Work With Me” Guide","64","About this video","16","Speakers in this video","22","index, follow","","","","","","","","","211381","28755","28755","11.015","","486","86","5.651","60.273","Normal","2.386","2","1","","2","2","0","0.610","114","51","0","2","2","0","","","","","9192ad9b21460bd3412ef1815633913f","0.492","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos/boost-remote-dev-productivity-with-a-how-to-work-with-me-guide","2026-07-28 14:17:05"
"https://staging.jakevibes.dev/videos","text/html; charset=utf-8","200","OK","Indexable","","Video Library | Cloud Employee | Cloud Employee","47","433","Watch customer interviews, hiring process walkthroughs, and short explainers on offshoring, retention, and embedded engineering from Cloud Employee.","148","943","","0","Video Library","13","Featured","8","All video content","17","index, follow","","","https://staging.jakevibes.dev/videos","https://staging.jakevibes.dev/videos?page=2","","","","","283248","34561","34561","13.240","","810","137","5.912","53.045","Fairly Hard","2.644","1","0","","989","327","0","100.000","134","65","0","1","1","0","","","","","7f03f4cc76a938135d1efaf2c6cfe97b","0.460","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/videos","2026-07-28 14:15:53"
"https://staging.jakevibes.dev/tools/price-comparison-calculator","text/html","308","Permanent Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","1","1","0","0.310","0","0","0","0","0","0","","","","","","0.040","","https://staging.jakevibes.dev/pricing","HTTP Redirect","","","1.1","","","","","","https://staging.jakevibes.dev/tools/price-comparison-calculator","2026-07-28 14:16:59"
"https://staging.jakevibes.dev/tools/culture-match","text/html; charset=utf-8","200","OK","Indexable","","Culture Match | Cloud Employee","30","284","A bad hire doesn’t just miss expectations, it slows everything down.‍ Culture Match gives you a quick, practical snapshot of how a developer naturally works so you can make smarter decisions, faster.","199","1222","","0","Culture Match","13","See how it works","16","What it does","12","index, follow","","","https://staging.jakevibes.dev/tools/culture-match","","","","","","241482","31610","31610","12.109","","696","118","5.898","61.307","Normal","2.639","2","1","","4","2","0","0.610","116","51","0","1","1","0","","","","","b38c894fa5a4a6c1d5fd0bdf49c291dd","0.575","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/tools/culture-match","2026-07-28 14:16:59"
"https://staging.jakevibes.dev/tools","text/html; charset=utf-8","200","OK","Indexable","","Tools & Quizzes | Cloud Employee","32","300","Use our free hiring tools and quizzes to compare costs, plan scaling scenarios, and find the right developer talent faster with Cloud Employee.","143","867","","0","Tools & Quizzes","15","All tools & quizzes","19","Ready to hire your next engineer?","33","index, follow","","","https://staging.jakevibes.dev/tools","","","","","","212553","28240","28240","10.818","","360","70","5.143","44.635","Hard","2.134","1","0","","987","327","0","100.000","120","52","0","1","1","0","","","","","700c5c623e1003da16139e2c8ef81f5d","0.627","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/tools","2026-07-28 14:15:50"
"https://staging.jakevibes.dev/technology/zapier","text/html; charset=utf-8","200","OK","Indexable","","Zapier Developers for Hire","26","234","Hire vetted Zapier developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","134","818","","0","Zapier Developers","17","Vetted Zapier Developers, Embedded in Your Team","47","Zapier Engineering Expertise","28","index, follow","","","https://staging.jakevibes.dev/technology/zapier","","","","","","338010","42673","42673","16.347","","1050","187","5.615","71.335","Fairly Easy","2.450","2","1","","3","3","0","0.920","120","51","0","1","1","0","","","","","a743800af4082cb9c5e74846778770dc","0.601","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/zapier","2026-07-28 14:16:38"
"https://staging.jakevibes.dev/technology/xcode","text/html; charset=utf-8","200","OK","Indexable","","Xcode Developers for Hire","25","233","Hire vetted Xcode developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","133","818","","0","Xcode Developers","16","Vetted Xcode Developers, Embedded in Your Team","46","Xcode Engineering Expertise","27","index, follow","","","https://staging.jakevibes.dev/technology/xcode","","","","","","337866","43008","43008","16.476","","1059","186","5.694","75.235","Fairly Easy","2.436","2","1","","4","4","0","1.220","120","51","0","1","1","0","","","","","5c5b87409b6440ab79af4911bac69d52","0.402","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/xcode","2026-07-28 14:16:36"
"https://staging.jakevibes.dev/technology/xano","text/html; charset=utf-8","200","OK","Indexable","","Xano Developers for Hire","24","223","Hire vetted Xano developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","132","812","","0","Xano Developers","15","Vetted Xano Developers, Embedded in Your Team","45","Xano Engineering Expertise","26","index, follow","","","https://staging.jakevibes.dev/technology/xano","","","","","","338040","42744","42744","16.374","","1070","188","5.691","73.051","Fairly Easy","2.470","2","1","","3","3","0","0.920","120","51","0","1","1","0","","","","","f8c077e1181d36ba65d6d897d95ba338","0.766","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/xano","2026-07-28 14:16:46"
"https://staging.jakevibes.dev/technology/xamarin-developers","text/html; charset=utf-8","200","OK","Indexable","","Xamarin Developers for Hire","27","253","Hire vetted Xamarin developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","832","","0","Xamarin Developers","18","Xamarin Developers Who Deliver","30","Cross-Platform, Clean Code","26","index, follow","","","https://staging.jakevibes.dev/technology/xamarin-developers","","","","","","338792","43286","43286","16.582","","1093","194","5.634","75.107","Fairly Easy","2.482","2","1","","3","3","0","0.920","120","51","0","1","1","0","","","","","e48f8ea5e94bf9366792e33c0e45bed5","0.500","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/xamarin-developers","2026-07-28 14:16:37"
"https://staging.jakevibes.dev/technology/webflow-developers","text/html; charset=utf-8","200","OK","Indexable","","Webflow Developers for Hire","27","255","Hire vetted Webflow developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","135","833","","0","Webflow Developers","18","Webflow Developers, Embedded and Ready to Ship","46","From Landing Pages to CMS Engines","33","index, follow","","","https://staging.jakevibes.dev/technology/webflow-developers","","","","","","339206","43763","43763","16.765","","1089","193","5.642","71.683","Fairly Easy","2.528","2","1","","4","4","0","1.220","120","51","0","1","1","0","","","","","fef8fceb82b313b100687131dc7b3049","0.460","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/webflow-developers","2026-07-28 14:16:52"
"https://staging.jakevibes.dev/technology/weaviate-developers","text/html; charset=utf-8","200","OK","Indexable","","Weaviate Developers for Hire","28","261","Hire vetted Weaviate developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","136","836","","0","Weaviate Developers","19","Weaviate Developers Embedded in Your Stack","42","From Vector Search to RAG","25","index, follow","","","https://staging.jakevibes.dev/technology/weaviate-developers","","","","","","340459","43770","43770","16.767","","1095","195","5.615","70.411","Fairly Easy","2.518","2","1","","3","3","0","0.920","120","51","0","1","1","0","","","","","384d4fb5872a802c02d2c74a5dd6f892","0.429","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/weaviate-developers","2026-07-28 14:16:52"
"https://staging.jakevibes.dev/technology/vertex-ai-developers","text/html; charset=utf-8","200","OK","Indexable","","Vertex AI Developers for Hire","29","259","Hire vetted Vertex AI developers to scale your team fast. Nearshore/offshore talent that feels in-house. Cancel anytime, no upfront fees.","137","835","","0","Vertex AI Developers","20","Vertex AI Developers, Embedded In Your Team","43","From Model to Product","21","index, follow","","","","","","","","","341662","44543","44543","17.064","","1107","196","5.648","73.400","Fairly Easy","2.505","2","1","","3","3","0","0.920","120","51","0","1","1","0","","","","","9e5d4d09ea763c8da520973f9c6c7c02","0.365","","","","","en-US","1.1","","","","","","https://staging.jakevibes.dev/technology/vertex-ai-developers","2026-07-28 14:16:49"
